;Tabela 2 - População residente, total e respectiva distribuição percentual, ;;;;;;;;
; por situação do domicílio e grupos de idade, segundo os municípios e;;;;;;;;
;as classes de tamanho da população dos municípios - Maranhão - 2010;;;;;;;;
;;;;;;;;(continua);
Código do Município;Municípios e classes de tamanho da população dos municípios (habitantes);População residente;;;;;;;
;;Total;Distribuição percentual, por grupos de idade (%);;;;;;
;;;0 a 5 anos;6 a 14 anos;15 a 24 anos;25 a 39 anos;40 a 59 anos;60 anos ou mais;
;Total;;;;;;;;
;               Maranhão; 6 574 789;11,7;19,2;20,4;22,8;17,3;8,7;
;Até 5.000 ;  27 235;11,7;20,3;20,0;19,9;18,1;10,1;
2105658;Junco do Maranhão;  4 020;12,2;22,4;20,5;21,5;15,8;7,6;
2107258;Nova Colinas;  4 885;12,8;22,6;19,6;19,7;16,2;9,1;
2107308;Nova Iorque;  4 590;11,1;18,7;19,5;19,3;19,2;12,3;
2110807;São Félix de Balsas;  4 702;11,4;18,1;19,8;19,7;20,4;10,6;
2111573;São Pedro dos Crentes;  4 425;11,5;20,5;21,7;20,8;17,0;8,6;
2111953;Sucupira do Riachão;  4 613;11,1;19,4;18,9;18,8;19,7;12,0;
;De 5.001 a 10.000 ;  223 844;12,9;21,5;19,9;20,5;16,3;8,9;
2100105;Afonso Cunha;  5 905;15,2;22,3;20,8;19,4;14,8;7,5;
2100550;Amapá do Maranhão;  6 431;13,9;24,0;20,5;20,3;14,3;7,1;
2101350;Bacurituba;  5 293;11,6;18,2;19,1;21,4;17,0;12,8;
2101731;Belágua;  6 524;17,0;26,6;20,1;17,6;13,1;5,6;
2101806;Benedito Leite;  5 469;10,0;17,7;19,8;18,9;21,5;12,0;
2101939;Bernardo do Mearim;  5 996;11,4;17,3;18,3;23,5;18,4;11,2;
2101970;Boa Vista do Gurupi;  7 949;14,7;24,7;19,9;19,3;14,2;7,2;
2102150;Brejo de Areia;  5 577;12,5;24,4;20,3;20,4;15,6;6,8;
2102374;Cachoeira Grande;  8 446;14,5;24,1;21,7;18,0;14,3;7,4;
2103125;Central do Maranhão;  7 887;13,3;22,1;19,8;19,5;15,7;9,6;
2104073;Feira Nova do Maranhão;  8 126;11,6;23,4;19,1;19,8;17,2;8,9;
2104081;Fernando Falcão;  9 241;14,9;23,3;20,5;20,6;13,8;7,0;
2104628;Governador Luiz Rocha;  7 337;11,3;21,5;19,5;21,1;17,2;9,5;
2104701;Graça Aranha;  6 140;10,3;18,3;19,5;21,4;18,6;12,0;
