;Tabela 4 - Unidades domésticas, por sexo das pessoas responsáveis pelos domicílios particulares permanentes,;;;;;;;;;
;total e respectiva distribuição percentual por número de responsáveis, segundo os ;;;;;;;;;
;municípios e as classes de tamanho da população dos municípios - Maranhão - 2010;;;;;;;;;
;;;;;;;;;;
Código dos municípios;Municípios e classes de tamanho da população dos municípios (habitantes);Unidades domésticas, por sexo das pessoas responsáveis pelos domicílios particulares permanentes;;;;;;;;
;;Total;;;Homem;;;Mulher;;
;;"Total
(1)";"Distribuição percentual
(%)";;"Total
(1)";"Distribuição percentual
(%)";;"Total
(1)";"Distribuição percentual
(%)";
;;;"Único
responsável";"Com mais
de 1
responsável";;"Único
responsável";"Com mais
de 1
responsável";;"Único
responsável";"Com mais
de 1
responsável"
2103257;Cidelândia;  3 515;66,3;33,7;  2 314;64,7;35,4;  1 201;69,6;30,4
2103554;Conceição do Lago-Açu;  3 339;51,7;48,3;  2 025;45,6;54,4;  1 314;61,2;38,8
2103752;Davinópolis;  3 318;68,7;31,3;  1 719;71,5;28,5;  1 599;65,7;34,3
2103901;Duque Bacelar;  2 386;67,6;32,4;  1 618;67,4;32,6;   768;68,0;32,0
2104008;Esperantinópolis;  4 808;70,7;29,3;  3 102;65,1;34,9;  1 706;80,9;19,1
2104099;Formosa da Serra Negra;  3 880;48,0;52,0;  2 338;48,1;51,9;  1 542;47,9;52,1
2104107;Fortaleza dos Nogueiras;  2 850;92,3;7,6;  1 654;92,5;7,4;  1 196;92,1;7,9
2104206;Fortuna;  3 926;62,2;37,8;  2 103;59,8;40,2;  1 823;64,9;35,1
2104305;Godofredo Viana;  2 477;46,9;53,1;  1 441;45,5;54,6;  1 036;48,8;51,2
2104404;Gonçalves Dias;  4 559;65,1;34,9;  2 789;58,5;41,5;  1 770;75,5;24,5
2104503;Governador Archer;  2 577;68,5;31,4;  1 457;68,3;31,6;  1 120;68,8;31,2
2104552;Governador Edison Lobão;  4 245;64,4;35,4;  2 638;61,4;38,3;  1 607;69,5;30,5
2104602;Governador Eugênio Barros;  4 096;55,9;44,1;  2 585;48,2;51,8;  1 511;69,0;30,9
2104651;Governador Newton Bello;  2 833;82,3;17,7;  1 742;85,6;14,4;  1 091;77,0;22,9
2104909;Guimarães;  3 326;68,3;31,6;  1 846;65,9;34,1;  1 480;71,4;28,6
2105153;Igarapé do Meio;  3 017;54,2;45,8;  1 656;49,3;50,7;  1 361;60,0;40,0
2105203;Igarapé Grande;  2 855;51,2;48,8;  1 827;44,6;55,5;  1 028;63,1;36,9
2105351;Itaipava do Grajaú;  3 280;70,3;29,6;  2 378;70,3;29,6;   902;70,3;29,7
2105476;Jenipapo dos Vieiras;  3 638;86,4;13,6;  2 919;85,7;14,3;   719;89,4;10,6
2105609;Joselândia;  3 913;71,4;28,6;  2 772;71,8;28,2;  1 141;70,3;29,7
2105807;Lago do Junco;  2 593;68,7;31,3;  1 476;69,2;30,7;  1 117;67,9;32,1
2105906;Lago Verde;  3 684;48,8;51,2;  2 213;43,7;56,2;  1 471;56,3;43,7
2105922;Lagoa do Mato;  2 684;68,4;31,6;  1 962;68,8;31,1;   722;67,3;32,7
2105963;Lagoa Grande do Maranhão;  2 404;56,7;43,2;  1 751;53,6;46,4;   653;65,2;34,6
2106003;Lima Campos;  3 188;65,5;34,5;  2 000;62,8;37,3;  1 188;70,1;29,9
2106102;Loreto;  2 670;64,4;35,6;  1 504;60,7;39,3;  1 166;69,2;30,8
2106300;Magalhães de Almeida;  4 044;69,6;30,4;  2 839;65,3;34,7;  1 205;79,8;20,3
2106326;Maracaçumé;  4 610;56,4;43,5;  2 588;52,3;47,7;  2 022;61,7;38,2
2106375;Maranhãozinho;  3 095;59,9;40,0;  1 989;61,1;38,9;  1 106;57,9;42,0
2106409;Mata Roma;  3 537;81,5;18,5;  2 520;81,4;18,6;  1 017;81,7;18,3
2106631;Matões do Norte;  2 529;70,5;29,2;  1 732;69,8;30,0;   797;72,2;27,4
2106805;Mirinzal;  3 546;61,5;38,5;  2 130;59,4;40,5;  1 416;64,6;35,5
2107100;Morros;  3 772;59,1;40,9;  2 508;55,9;44,1;  1 264;65,5;34,5
2107209;Nina Rodrigues;  2 540;73,4;26,5;  1 566;71,0;29,1;   974;77,4;22,3
2107357;Nova Olinda do Maranhão;  4 525;58,7;41,3;  2 899;55,9;44,0;  1 626;63,5;36,4
2107407;Olho d'Água das Cunhãs;  4 856;60,7;39,3;  2 711;57,1;42,9;  2 145;65,2;34,8
2107456;Olinda Nova do Maranhão;  3 259;55,8;44,2;  1 857;48,7;51,3;  1 402;65,2;34,7
2107605;Palmeirândia;  4 947;64,5;35,5;  2 167;63,9;36,1;  2 780;65,0;34,9
2107902;Passagem Franca;  4 568;60,7;39,3;  2 473;61,5;38,5;  2 095;59,7;40,2
2108009;Pastos Bons;  4 688;59,5;40,4;  2 773;56,2;43,7;  1 915;64,2;35,6
2108058;Paulino Neves;  2 926;55,5;44,5;  2 008;51,1;48,9;   918;65,3;34,8
2108405;Peri Mirim;  3 598;66,2;33,8;  2 161;65,5;34,3;  1 437;67,1;32,9
2108801;Pirapemas;  4 165;56,5;43,4;  2 245;52,2;47,7;  1 920;61,5;38,4
2108900;Poção de Pedras;  5 305;60,1;39,8;  3 284;54,0;46,0;  2 021;70,1;29,8
2109205;Presidente Juscelino;  2 489;48,9;51,0;  1 639;46,2;53,8;   850;54,2;45,7
2109270;Presidente Sarney;  4 009;64,4;35,5;  2 164;62,4;37,5;  1 845;66,8;33,2
2109304;Presidente Vargas;  2 511;51,0;48,9;  1 467;50,4;49,6;  1 044;51,8;48,1
2109403;Primeira Cruz;  2 981;71,6;28,4;  1 794;71,6;28,4;  1 187;71,6;28,4
2110237;Santana do Maranhão;  2 490;74,1;25,9;  1 654;66,7;33,3;   836;88,6;11,4
2110278;Santo Amaro do Maranhão;  2 597;48,4;51,5;  1 401;47,5;52,5;  1 196;49,6;50,3
2110302;Santo Antônio dos Lopes;  3 712;76,9;23,1;  2 383;73,8;26,2;  1 329;82,6;17,4
2110401;São Benedito do Rio Preto;  3 919;60,4;39,6;  2 837;59,3;40,6;  1 082;63,1;36,9
2110856;São Francisco do Brejão;  2 677;80,4;19,6;  1 662;83,5;16,5;  1 015;75,3;24,6
2110906;São Francisco do Maranhão;  3 287;66,3;33,7;  1 835;65,0;34,9;  1 452;68,0;32,0
2111003;São João Batista;  5 063;76,6;23,3;  2 873;75,6;24,2;  2 190;77,9;22,1
2111029;São João do Carú;  2 609;62,1;38,0;  1 976;61,6;38,4;   633;63,5;36,5
2111052;São João do Paraíso;  2 874;74,4;25,6;  2 178;73,8;26,2;   696;76,2;23,9
2111078;São João do Soter;  4 260;62,6;37,4;  2 654;58,6;41,4;  1 606;69,1;30,8
2111532;São Pedro da Água Branca;  3 012;61,2;38,8;  1 784;61,4;38,6;  1 228;60,8;39,2
2111607;São Raimundo das Mangabeiras;  4 438;59,1;40,9;  2 398;54,8;45,2;  2 040;64,2;35,8
2111722;Satubinha;  2 497;39,2;60,8;  1 685;28,0;72,1;   812;62,6;37,4
2111748;Senador Alexandre Costa;  2 581;61,3;38,6;  1 414;54,0;46,0;  1 167;70,2;29,7
2111763;Senador La Rocque;  4 526;56,1;43,8;  2 890;52,1;47,9;  1 636;63,3;36,7
2111789;Serrano do Maranhão;  2 736;69,2;30,7;  1 407;65,3;34,6;  1 329;73,3;26,6
2111805;Sítio Novo;  4 099;78,3;21,7;  3 213;79,1;20,9;   886;75,4;24,6
2111904;Sucupira do Norte;  2 700;71,2;28,8;  1 659;71,6;28,5;  1 041;70,7;29,3
2112233;Trizidela do Vale;  5 102;77,0;23,0;  2 779;77,9;22,1;  2 323;75,9;24,0
2112852;Vila Nova dos Martírios;  2 736;71,6;28,1;  1 985;73,3;26,6;   751;67,4;32,1
;De 20.001 a 50.000 ;  493 049;66,4;33,5;  295 360;64,3;35,6;  197 689;69,6;30,3
2100204;Alcântara;  6 074;53,7;46,3;  3 578;50,6;49,4;  2 496;58,1;41,9
2100303;Aldeias Altas;  5 786;78,9;21,1;  3 725;79,4;20,6;  2 061;78,0;21,9
2100436;Alto Alegre do Maranhão;  5 849;67,5;32,2;  3 321;66,1;33,7;  2 528;69,3;30,2
2100477;Alto Alegre do Pindaré;  7 272;72,7;27,3;  4 744;72,0;28,0;  2 528;73,9;26,2
2100600;Amarante do Maranhão;  9 237;64,0;35,9;  6 515;61,6;38,3;  2 722;69,8;30,1
2100709;Anajatuba;  6 490;68,5;31,5;  4 062;64,1;35,9;  2 428;75,9;24,1
2100907;Araioses;  10 251;69,0;31,0;  6 231;67,7;32,2;  4 020;70,9;29,1
2100956;Arame;  6 929;67,4;32,5;  4 665;67,8;32,2;  2 264;66,7;33,3
2101004;Arari;  6 925;55,5;44,6;  3 975;52,4;47,7;  2 950;59,6;40,4
2101905;Bequimão;  5 637;74,1;25,9;  3 319;70,8;29,2;  2 318;78,8;21,2
2102002;Bom Jardim;  9 592;70,2;29,8;  6 246;68,3;31,6;  3 346;73,6;26,4
2102036;Bom Jesus das Selvas;  6 188;60,5;39,4;  4 105;63,2;36,7;  2 083;55,3;44,7
2102101;Brejo;  7 934;65,0;34,9;  4 766;61,1;38,8;  3 168;70,9;29,0
2102200;Buriti;  6 049;68,1;31,8;  4 321;64,5;35,5;  1 728;77,2;22,7
2102309;Buriti Bravo;  5 709;70,1;29,9;  3 434;66,3;33,7;  2 275;75,8;24,2
2102705;Cantanhede;  4 713;56,4;43,5;  2 751;54,1;45,9;  1 962;59,8;40,1
2102804;Carolina;  6 289;73,4;26,6;  3 940;73,4;26,5;  2 349;73,2;26,7
2102903;Carutapera;  5 060;55,2;44,8;  2 902;54,4;45,6;  2 158;56,3;43,7
2103406;Coelho Neto;  11 112;72,2;27,7;  6 438;69,2;30,8;  4 674;76,4;23,5
2103505;Colinas;  9 873;65,3;34,7;  5 531;62,3;37,7;  4 342;69,0;31,0
2103703;Cururupu;  8 427;61,8;38,1;  4 433;58,2;41,8;  3 994;65,8;34,1
2103802;Dom Pedro;  6 204;69,6;30,4;  3 730;68,5;31,5;  2 474;71,2;28,8
2104057;Estreito;  9 090;75,0;25,0;  5 981;74,0;26,0;  3 109;76,9;23,0
2104677;Governador Nunes Freire;  5 815;52,9;47,1;  2 874;50,4;49,6;  2 941;55,3;44,7
2105005;Humberto de Campos;  5 638;61,2;38,8;  3 456;59,9;40,1;  2 182;63,3;36,6
2105104;Icatu;  5 776;58,0;42,0;  3 852;51,8;48,1;  1 924;70,3;29,7
2105427;Itinga do Maranhão;  6 620;66,7;33,2;  4 097;67,3;32,6;  2 523;65,8;34,2
2105500;João Lisboa;  5 401;75,6;24,4;  3 157;73,6;26,4;  2 244;78,4;21,5
2105708;Lago da Pedra;  11 436;61,6;38,4;  7 317;56,1;43,9;  4 119;71,4;28,5
2106508;Matinha;  5 576;58,8;41,2;  3 303;58,3;41,7;  2 273;59,5;40,5
2106607;Matões;  7 591;68,1;31,9;  4 999;66,8;33,2;  2 592;70,7;29,2
2106706;Mirador;  4 897;66,2;33,8;  2 771;66,2;33,9;  2 126;66,3;33,7
2106755;Miranda do Norte;  5 195;63,9;35,8;  3 040;60,6;39,0;  2 155;68,6;31,2
2106904;Monção;  7 473;58,1;41,9;  4 475;51,7;48,2;  2 998;67,5;32,5
2107704;Paraibano;  5 288;63,8;36,0;  2 807;58,8;41,1;  2 481;69,5;30,2
2107803;Parnarama;  8 647;72,1;27,9;  5 476;67,9;32,1;  3 171;79,4;20,6
2108108;Paulo Ramos;  4 752;59,3;40,7;  3 125;56,4;43,6;  1 627;64,8;35,2
2108207;Pedreiras;  10 637;67,7;32,3;  6 245;64,8;35,2;  4 392;71,7;28,3
2108256;Pedro do Rosário;  5 315;56,1;43,9;  3 157;59,3;40,7;  2 158;51,5;48,5
2108306;Penalva;  7 883;59,4;40,1;  4 157;55,7;43,9;  3 726;63,5;36,0
2108454;Peritoró;  5 591;75,5;24,5;  2 804;81,2;18,7;  2 787;69,7;30,3
2108504;Pindaré-Mirim;  7 754;61,5;38,5;  4 015;57,2;42,8;  3 739;66,1;33,9
2108702;Pio XII;  5 395;64,7;35,3;  3 213;61,9;38,1;  2 182;68,8;31,2
2109007;Porto Franco;  5 645;66,2;33,8;  3 731;63,6;36,4;  1 914;71,3;28,6
2109106;Presidente Dutra;  11 914;68,4;31,6;  7 264;65,3;34,6;  4 650;73,1;26,9
2109452;Raposa;  6 552;72,7;27,3;  3 086;75,2;24,8;  3 466;70,5;29,5
2109502;Riachão;  5 277;65,6;34,4;  2 915;71,2;28,8;  2 362;58,6;41,3
2109601;Rosário;  9 456;71,4;28,6;  5 278;69,0;31,0;  4 178;74,5;25,4
2109809;Santa Helena;  8 812;63,1;36,6;  4 790;61,8;37,8;  4 022;64,6;35,3
2110039;Santa Luzia do Paruá;  5 370;61,1;38,9;  3 408;58,3;41,7;  1 962;65,8;34,2
2110104;Santa Quitéria do Maranhão;  6 356;69,1;30,9;  4 324;67,1;32,9;  2 032;73,3;26,7
2110203;Santa Rita;  7 919;64,1;35,8;  4 342;62,0;38,0;  3 577;66,7;33,2
2110500;São Bento;  9 664;79,7;20,3;  5 341;77,8;22,1;  4 323;82,0;18,0
2110609;São Bernardo;  6 270;63,9;36,1;  3 977;60,6;39,4;  2 293;69,6;30,4
2110708;São Domingos do Maranhão;  8 864;69,7;30,3;  5 785;67,5;32,4;  3 079;73,7;26,2
2111102;São João dos Patos;  7 013;60,8;39,2;  3 943;57,5;42,5;  3 070;65,1;35,0
2111409;São Luís Gonzaga do Maranhão;  5 228;75,9;24,0;  3 182;74,4;25,6;  2 046;78,4;21,6
2111508;São Mateus do Maranhão;  9 814;67,2;32,8;  5 593;64,9;35,0;  4 221;70,2;29,8
2111706;São Vicente Ferrer;  5 143;68,0;32,0;  2 917;63,0;37,0;  2 226;74,6;25,3
2112100;Timbiras;  6 541;73,0;27,0;  4 281;69,4;30,6;  2 260;79,7;20,2
2112308;Tuntum;  10 433;70,0;30,0;  7 233;66,9;33,1;  3 200;77,2;22,8
2112407;Turiaçu;  7 778;57,3;42,7;  3 969;58,0;41,9;  3 809;56,5;43,5
2112456;Turilândia;  5 205;65,4;34,5;  2 879;62,8;37,1;  2 326;68,5;31,3
2112605;Urbano Santos;  5 237;69,1;30,9;  3 176;68,7;31,3;  2 061;69,7;30,3
2112704;Vargem Grande;  11 096;80,5;19,4;  6 586;79,7;20,2;  4 510;81,7;18,2
2112803;Viana;  12 313;54,4;45,6;  6 880;47,8;52,2;  5 433;62,7;37,3
2112902;Vitória do Mearim;  7 547;66,6;33,4;  4 346;62,2;37,8;  3 201;72,6;27,3
2113009;Vitorino Freire;  8 232;68,5;31,5;  5 081;66,4;33,6;  3 151;71,7;28,3
;De 50.001 a 100.000 ;  214 630;70,0;30,0;  130 732;68,2;31,8;  83 898;72,7;27,3
2101400;Balsas;  21 277;70,7;29,3;  12 475;69,9;30,1;  8 802;71,8;28,2
2101608;Barra do Corda;  21 633;71,3;28,6;  13 765;69,7;30,2;  7 868;74,1;25,8
2101707;Barreirinhas;  12 133;56,7;43,3;  7 482;54,3;45,7;  4 651;60,6;39,4
2102325;Buriticupu;  14 973;71,5;28,5;  10 426;72,5;27,5;  4 547;69,3;30,6
2103208;Chapadinha;  17 647;73,0;27,0;  10 766;71,3;28,7;  6 881;75,6;24,4
2103604;Coroatá;  15 929;78,9;21,1;  9 807;76,8;23,2;  6 122;82,2;17,7
2104800;Grajaú;  14 912;69,8;30,2;  10 166;68,4;31,5;  4 746;72,6;27,3
2105401;Itapecuru Mirim;  15 703;74,3;25,6;  8 849;71,4;28,5;  6 854;78,1;21,9
2108603;Pinheiro;  19 494;70,9;29,1;  10 474;67,1;32,8;  9 020;75,3;24,7
2109908;Santa Inês;  20 262;69,6;30,4;  11 082;66,5;33,5;  9 180;73,4;26,6
2110005;Santa Luzia;  17 454;65,0;35,0;  10 947;65,1;34,9;  6 507;64,7;35,3
2112506;Tutóia;  11 335;63,2;36,8;  6 822;61,2;38,8;  4 513;66,2;33,8
2114007;Zé Doca;  11 878;68,5;31,5;  7 671;65,9;34,1;  4 207;73,2;26,8
;De 100.001 a 500.000 ;  302 180;68,8;31,1;  170 580;66,4;33,6;  131 600;72,0;28,0
2100055;Açailândia;  27 484;70,6;29,4;  18 220;68,3;31,7;  9 264;75,0;25,0
2101202;Bacabal;  26 246;68,3;31,7;  14 754;64,3;35,7;  11 492;73,5;26,5
2103000;Caxias;  40 155;66,8;33,1;  21 796;63,5;36,5;  18 359;70,8;29,2
2103307;Codó;  29 571;72,4;27,5;  16 384;70,5;29,5;  13 187;74,9;25,1
2105302;Imperatriz;  68 561;65,7;34,3;  41 334;63,5;36,4;  27 227;69,0;31,0
2107506;Paço do Lumiar;  27 114;73,2;26,8;  14 996;72,0;28,0;  12 118;74,7;25,3
2111201;São José de Ribamar;  42 562;66,6;33,4;  21 431;65,4;34,6;  21 131;67,8;32,2
2112209;Timon;  40 487;72,1;27,9;  21 665;68,8;31,2;  18 822;75,9;24,0
;Mais de 500.000 ;  276 812;69,6;30,4;  145 182;65,8;34,2;  131 630;73,8;26,1
2111300;São Luís;  276 812;69,6;30,4;  145 182;65,8;34,2;  131 630;73,8;26,1
;;;;;;;;;;
Fonte: IBGE, Censo Demográfico 2010. Resultados do Universo.;;;;;;;;;;
(1) Inclusive domicílios sem declaração de existência de um ou mais responsáveis pelo domicílio.;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
