;Tabela 14 - Taxa de analfabetismo da população de 15 anos ou mais de idade, ;;;;;;;;
;por grupos de idade, segundo os municípios e as classes de tamanho;;;;;;;;
;da população dos municípios - Maranhão - 2000/ 2010;;;;;;;;
;;;;;;;;;
Código do município;Municípios e classes de tamanho da população dos municípios (habitantes) (1);Taxa de analfabetismo da população de 15 anos ou mais de idade por grupos de idade (%);;;;;;;
;;Total;;Grupos de idade;;;;;
;;;;15 anos a 24 anos;;25 anos a 59 anos;;60 anos ou mais;
;;2000;2010;2000;2010;2000;2010;2000;2010
2109700;Sambaíba;29,8;22,1;13,4;6,1;31,3;20,4;65,7;56,9
2109759;Santa Filomena do Maranhão;44,2;31,6;24,1;7,0;51,4;37,1;83,3;68,8
2110658;São Domingos do Azeitão;30,8;30,0;13,7;11,1;33,7;32,1;63,9;64,0
2111250;São José dos Basílios;38,8;32,5;18,8;8,0;45,4;36,1;71,0;67,2
2111631;São Raimundo do Doca Bezerra;41,5;38,2;26,7;14,0;46,1;44,6;73,6;75,1
2111672;São Roberto;44,7;34,7;31,1;11,7;48,5;41,2;75,1;68,1
2112001;Tasso Fragoso;23,8;17,8;10,0;4,9;23,4;17,5;61,2;52,0
2112274;Tufilândia;42,4;34,1;22,8;9,2;48,7;35,3;74,5;72,4
;De 10.001 a 20.000 ;35,8;27,8;18,1;7,8;39,6;29,9;70,3;63,9
2100154;Água Doce do Maranhão;41,2;36,0;23,5;13,8;44,2;38,7;72,8;70,7
2100402;Altamira do Maranhão;39,0;33,0;22,5;8,4;42,3;38,0;71,5;68,6
2100501;Alto Parnaíba;23,3;21,2;11,1;5,2;24,3;21,5;52,4;54,2
2100808;Anapurus;39,4;29,9;20,4;8,9;43,7;33,4;75,4;67,4
2100832;Apicum-Açu;29,3;18,7;15,1;5,2;30,9;20,9;63,8;49,1
2100873;Araguanã;39,7;28,2;22,2;8,8;45,0;30,0;72,0;67,4
2101103;Axixá;21,0;16,3;5,1;3,2;23,8;15,9;53,4;46,0
2101251;Bacabeira;28,2;18,3;10,8;4,0;31,9;18,6;68,5;57,8
2101301;Bacuri;33,6;23,7;15,8;6,0;34,8;24,5;70,4;59,1
2101509;Barão de Grajaú;33,7;22,7;15,6;4,4;36,6;23,4;66,9;56,6
2101772;Bela Vista do Maranhão;36,2;29,4;16,6;8,8;40,9;30,7;71,9;70,1
2102077;Bom Lugar;42,3;32,1;21,3;7,4;49,1;35,1;78,5;74,8
2102358;Buritirana;38,4;28,5;18,2;7,3;43,1;29,2;78,0;66,3
2102408;Cajapió;36,0;25,6;19,1;10,2;40,9;26,6;64,4;55,2
2102507;Cajari;19,4;21,7;9,2;8,0;19,1;23,3;49,6;49,8
2102556;Campestre do Maranhão;30,5;21,2;11,3;3,8;36,3;23,1;71,7;60,1
2102606;Cândido Mendes;28,0;21,5;16,0;7,6;29,4;23,0;58,7;51,3
2102754;Capinzal do Norte;40,6;32,2;21,0;9,6;44,2;33,8;72,9;64,0
2103109;Cedral;21,2;17,2;6,5;4,0;21,8;16,8;57,9;44,1
2103158;Centro do Guilherme;40,1;28,8;22,9;9,7;46,6;34,2;75,5;73,0
2103174;Centro Novo do Maranhão;43,4;25,4;26,7;9,8;50,0;28,4;77,7;66,1
2103257;Cidelândia;32,8;24,3;14,8;4,7;38,1;24,7;66,8;63,7
2103554;Conceição do Lago-Açu;40,5;34,9;27,4;13,9;44,7;39,7;69,5;69,0
2103752;Davinópolis;31,4;25,0;10,7;4,3;35,5;24,9;72,0;67,3
2103901;Duque Bacelar;46,5;32,0;25,1;9,7;52,4;35,9;82,5;70,4
2104008;Esperantinópolis;37,0;30,9;17,7;8,1;41,5;33,7;73,6;65,7
2104099;Formosa da Serra Negra;27,8;18,5;14,7;5,2;29,1;19,5;67,8;55,1
2104107;Fortaleza dos Nogueiras;23,8;15,9;9,9;2,0;26,3;16,6;64,1;49,6
2104206;Fortuna;39,7;30,5;18,7;6,3;44,2;32,2;74,9;66,7
2104305;Godofredo Viana;28,8;17,0;16,5;4,7;30,8;18,0;57,4;48,8
2104404;Gonçalves Dias;38,9;34,8;18,2;11,0;42,2;36,4;73,5;69,6
2104503;Governador Archer;39,5;31,5;19,3;8,0;43,6;33,6;73,3;67,3
2104552;Governador Edison Lobão;27,9;19,6;9,7;3,8;31,8;19,8;65,9;55,8
2104602;Governador Eugênio Barros;42,1;35,9;20,5;10,8;46,5;38,4;76,7;72,6
2104651;Governador Newton Bello;46,4;36,2;28,6;11,8;52,2;42,0;75,2;73,8
2104909;Guimarães;16,2;15,8;4,4;3,3;15,0;13,1;45,9;43,4
2105153;Igarapé do Meio;41,1;28,4;21,3;7,7;47,1;30,6;78,5;71,7
2105203;Igarapé Grande;33,6;28,6;11,8;6,9;38,0;29,2;72,3;63,5
2105351;Itaipava do Grajaú;48,4;34,2;35,0;12,0;53,6;39,9;76,6;74,4
2105476;Jenipapo dos Vieiras;50,5;34,2;34,5;14,5;54,9;36,9;81,4;73,8
2105609;Joselândia;43,3;33,7;23,5;11,2;48,1;36,4;81,0;68,6
2105807;Lago do Junco;40,0;33,0;20,1;7,8;46,5;38,1;71,8;70,9
2105906;Lago Verde;42,9;33,0;22,0;7,3;50,5;37,9;76,8;71,6
2105922;Lagoa do Mato;40,7;33,0;20,7;8,5;47,2;37,3;74,6;71,1
2105963;Lagoa Grande do Maranhão;48,9;35,3;36,5;15,5;53,2;41,7;77,5;65,2
2106003;Lima Campos;40,4;31,1;19,1;7,7;43,6;31,5;71,6;65,6
2106102;Loreto;28,9;22,3;14,1;4,9;29,9;22,7;64,8;62,0
2106300;Magalhães de Almeida;40,4;30,5;23,1;9,2;44,0;32,8;71,0;68,2
2106326;Maracaçumé;32,9;25,5;17,7;7,1;37,1;27,5;66,2;63,5
2106375;Maranhãozinho;40,4;27,6;19,9;9,6;47,3;30,6;75,8;69,0
2106409;Mata Roma;38,3;28,5;19,5;8,5;41,7;30,5;77,0;68,2
2106631;Matões do Norte;51,5;34,0;28,5;10,4;58,3;38,8;85,7;72,8
2106805;Mirinzal;23,4;16,8;8,1;4,5;25,3;15,6;58,5;45,9
2107100;Morros;37,6;29,8;19,5;8,6;43,2;35,6;69,4;64,0
2107209;Nina Rodrigues;38,4;28,4;18,2;7,3;44,6;33,6;73,4;69,5
2107357;Nova Olinda do Maranhão;36,5;28,0;18,3;5,1;40,8;30,4;73,5;71,4
2107407;Olho d'Água das Cunhãs;42,1;34,4;23,0;10,9;46,4;37,4;75,3;68,2
2107456;Olinda Nova do Maranhão;29,1;25,9;10,6;9,1;33,8;26,4;65,6;66,3
2107605;Palmeirândia;32,5;26,2;13,5;6,2;35,8;26,8;73,7;67,1
2107902;Passagem Franca;42,1;35,4;25,4;10,8;45,4;39,3;70,0;66,7
2108009;Pastos Bons;32,3;24,4;14,4;5,7;35,2;25,4;62,9;55,9
2108058;Paulino Neves;44,8;30,1;25,2;8,2;50,2;36,0;74,6;67,5
2108405;Peri Mirim;28,4;22,5;10,2;4,9;29,4;22,1;65,1;56,8
2108801;Pirapemas;42,4;30,1;22,8;9,1;46,4;32,6;75,2;67,6
2108900;Poção de Pedras;38,3;31,6;19,8;7,8;43,9;33,8;71,7;65,7
2109205;Presidente Juscelino;43,3;28,3;23,1;6,2;49,2;34,0;75,4;69,1
2109270;Presidente Sarney;37,9;30,4;21,6;8,4;39,9;32,4;75,0;71,8
2109304;Presidente Vargas;41,8;28,8;20,9;7,2;47,8;32,7;78,7;67,8
2109403;Primeira Cruz;34,6;26,2;20,6;10,5;37,8;28,9;64,7;54,3
2110237;Santana do Maranhão;50,8;34,3;29,8;7,8;57,0;38,9;82,3;78,8
2110278;Santo Amaro do Maranhão;36,8;24,5;18,8;6,6;42,0;29,4;70,0;58,5
2110302;Santo Antônio dos Lopes;39,1;30,6;20,8;7,1;43,4;33,4;72,9;63,7
2110401;São Benedito do Rio Preto;40,2;31,0;19,5;10,7;44,9;33,7;77,9;67,5
2110856;São Francisco do Brejão;27,1;26,7;10,1;6,3;31,8;27,8;61,7;65,5
2110906;São Francisco do Maranhão;43,9;36,1;23,6;9,7;48,1;39,6;73,8;65,6
2111003;São João Batista;30,4;22,0;10,4;4,7;34,6;21,1;65,0;56,8
2111029;São João do Carú;52,9;34,9;39,3;12,5;57,2;40,2;83,7;73,7
2111052;São João do Paraíso;22,0;21,2;8,2;5,7;23,9;20,4;56,2;52,8
2111078;São João do Soter;48,6;39,7;26,5;10,2;54,0;43,1;82,8;77,6
2111532;São Pedro da Água Branca;37,3;28,4;17,5;6,1;41,5;30,2;76,3;72,0
2111607;São Raimundo das Mangabeiras;27,4;20,2;9,8;3,7;28,6;20,0;61,8;55,5
2111722;Satubinha;47,0;30,4;29,4;9,2;52,9;35,5;78,3;66,9
2111748;Senador Alexandre Costa;45,8;34,1;23,3;8,9;49,6;37,6;79,4;74,8
2111763;Senador La Rocque;38,7;29,6;17,0;8,0;43,3;29,5;78,1;68,5
2111789;Serrano do Maranhão;34,1;32,6;15,8;9,7;38,2;35,6;69,0;68,5
2111805;Sítio Novo;27,1;21,0;13,7;6,7;28,9;21,4;59,1;51,5
2111904;Sucupira do Norte;29,4;25,9;14,1;6,9;30,4;27,8;59,7;54,9
2112233;Trizidela do Vale;31,6;24,8;12,8;6,3;33,9;24,1;66,8;60,3
2112852;Vila Nova dos Martírios;36,1;28,2;16,5;6,5;42,3;31,1;68,8;72,6
;De 20.001 a 50.000 ;35,2;26,4;18,1;7,6;38,8;28,0;68,6;61,6
2100204;Alcântara;30,3;22,4;9,2;4,7;33,3;20,7;72,6;63,6
2100303;Aldeias Altas;49,1;37,7;27,1;13,2;56,6;42,2;82,2;77,7
2100436;Alto Alegre do Maranhão;43,9;29,3;22,5;7,8;49,9;32,0;80,6;70,4
2100477;Alto Alegre do Pindaré;46,3;32,3;26,2;7,6;53,9;36,0;81,7;72,9
2100600;Amarante do Maranhão;33,0;28,4;18,2;9,6;37,2;30,4;65,3;65,2
2100709;Anajatuba;36,6;27,3;15,9;6,2;40,8;28,1;70,4;63,4
2100907;Araioses;48,3;33,7;31,4;12,5;52,8;36,3;71,7;65,4
2100956;Arame;42,0;33,0;28,0;12,9;45,9;37,8;75,0;69,8
2101004;Arari;29,5;22,0;12,7;6,2;33,2;22,9;60,5;54,0
2101905;Bequimão;28,5;24,2;6,9;4,3;31,1;22,0;71,3;63,6
2102002;Bom Jardim;44,9;31,8;26,9;10,0;49,8;34,4;77,6;67,9
2102036;Bom Jesus das Selvas;39,9;27,4;23,9;9,1;46,1;31,5;71,0;68,6
2102101;Brejo;39,3;29,9;21,3;8,4;44,0;33,0;68,4;61,2
2102200;Buriti;39,8;30,3;19,5;8,2;45,3;34,0;72,8;65,6
2102309;Buriti Bravo;38,1;30,4;19,9;7,7;41,5;32,7;70,4;64,4
2102705;Cantanhede;38,6;28,9;18,4;7,6;42,8;31,4;78,4;73,1
2102804;Carolina;25,7;15,1;11,0;3,2;25,5;13,7;56,5;39,3
2102903;Carutapera;28,0;19,6;13,5;5,5;30,9;21,4;58,8;51,9
2103406;Coelho Neto;35,8;29,0;14,7;6,1;42,0;31,4;75,6;70,2
2103505;Colinas;38,6;29,8;22,5;9,6;43,1;33,7;66,4;63,0
2103703;Cururupu;20,6;17,4;7,8;4,0;21,3;16,7;49,1;42,1
2103802;Dom Pedro;30,6;24,2;13,1;5,4;33,0;24,5;64,5;58,3
2104057;Estreito;21,9;15,2;8,9;4,7;22,9;15,3;58,1;46,1
2104677;Governador Nunes Freire;39,2;25,4;22,8;6,7;45,7;28,5;77,0;68,6
2105005;Humberto de Campos;29,9;23,6;16,6;8,2;32,1;26,4;59,5;50,7
2105104;Icatu;31,5;22,1;12,3;3,7;33,9;24,6;68,6;55,7
2105427;Itinga do Maranhão;27,7;23,5;12,6;5,3;32,6;25,1;64,8;61,3
2105500;João Lisboa;32,0;22,3;13,8;4,8;36,1;20,9;71,5;62,0
2105708;Lago da Pedra;40,4;30,6;24,4;8,4;43,7;34,0;71,6;64,4
2106508;Matinha;24,2;18,8;9,3;5,2;25,6;18,5;60,9;49,6
2106607;Matões;44,6;35,7;23,7;9,9;50,9;38,8;75,0;72,4
2106706;Mirador;39,3;29,5;21,7;10,1;42,5;31,9;74,4;63,6
2106755;Miranda do Norte;30,1;21,1;11,3;4,5;33,8;21,4;71,5;62,3
2106904;Monção;36,4;27,6;22,1;9,7;39,0;30,8;66,2;59,4
2107704;Paraibano;37,8;30,6;17,1;7,1;42,3;32,4;71,1;68,1
2107803;Parnarama;44,7;35,9;25,0;10,6;51,4;38,7;76,1;73,3
2108108;Paulo Ramos;44,5;36,3;27,2;12,4;49,4;40,6;75,6;72,7
2108207;Pedreiras;26,4;19,5;10,2;4,3;27,6;18,0;62,0;51,0
2108256;Pedro do Rosário;40,0;28,7;21,7;9,1;45,0;31,0;75,1;68,9
2108306;Penalva;28,9;20,8;14,4;5,1;30,1;21,5;62,5;54,9
2108454;Peritoró;45,2;36,7;25,4;11,4;49,1;40,3;78,7;73,1
2108504;Pindaré-Mirim;27,5;20,1;11,2;5,1;29,8;20,4;63,0;49,3
2108702;Pio XII;43,5;31,5;25,1;13,4;48,1;32,4;76,7;65,3
2109007;Porto Franco;23,3;15,4;9,4;3,1;25,0;15,1;55,9;45,5
2109106;Presidente Dutra;30,4;21,6;14,4;4,9;32,3;21,7;67,4;58,1
2109452;Raposa;23,0;15,3;11,4;4,1;26,5;16,0;57,7;49,0
2109502;Riachão;31,2;20,1;11,4;3,8;34,9;18,8;67,8;52,6
2109601;Rosário;25,5;18,1;10,8;4,4;26,6;17,9;59,2;52,1
2109809;Santa Helena;29,1;22,8;14,3;8,1;31,2;22,8;62,5;58,1
2110039;Santa Luzia do Paruá;34,8;23,9;14,3;5,3;40,0;24,8;73,0;64,0
2110104;Santa Quitéria do Maranhão;39,4;32,8;22,0;11,6;43,9;36,2;73,7;69,4
2110203;Santa Rita;32,7;22,1;13,7;5,5;35,0;22,5;72,9;60,4
2110500;São Bento;27,6;19,7;10,4;3,9;30,1;19,4;63,3;55,8
2110609;São Bernardo;38,5;29,2;18,8;8,5;42,9;30,9;72,4;67,4
2110708;São Domingos do Maranhão;37,1;27,8;18,0;6,4;42,2;29,6;71,2;63,4
2111102;São João dos Patos;28,0;24,1;12,8;6,0;28,7;23,6;57,8;54,4
2111409;São Luís Gonzaga do Maranhão;40,8;35,5;21,1;10,2;46,3;38,5;73,7;72,2
2111508;São Mateus do Maranhão;37,0;31,4;17,9;9,4;39,8;33,3;72,9;67,6
2111706;São Vicente Ferrer;35,2;26,3;16,6;7,5;38,2;27,1;70,8;65,9
2112100;Timbiras;48,0;37,8;29,9;13,8;52,6;42,9;78,3;71,7
2112308;Tuntum;37,7;29,8;20,4;8,8;42,0;31,7;68,8;64,2
2112407;Turiaçu;32,5;24,8;19,4;9,2;34,4;27,1;67,3;56,8
2112456;Turilândia;41,1;30,4;22,1;11,0;46,4;33,6;78,4;70,6
2112605;Urbano Santos;37,7;30,1;18,2;9,0;43,5;35,0;72,0;69,5
2112704;Vargem Grande;46,3;32,0;26,9;10,5;51,4;35,8;77,0;72,2
2112803;Viana;22,8;17,8;9,5;4,9;24,0;17,5;55,2;47,3
2112902;Vitória do Mearim;32,4;25,1;16,5;6,3;36,1;27,1;62,4;58,4
2113009;Vitorino Freire;39,9;32,8;20,9;8,9;43,6;34,9;70,7;65,7
;De 50.001 a 100.000 ;28,8;24,2;14,2;6,7;31,0;25,6;65,0;60,7
2101400;Balsas;20,0;12,9;7,7;2,8;20,8;12,6;60,8;49,3
2101608;Barra do Corda;35,0;27,7;20,1;7,7;37,4;29,3;65,8;62,3
2101707;Barreirinhas;40,9;25,4;23,8;6,7;45,4;28,4;76,4;65,5
2102325;Buriticupu;38,7;26,9;23,4;8,0;45,4;30,6;73,3;68,6
2103208;Chapadinha;36,7;25,4;18,8;6,9;39,4;27,1;72,9;61,1
2103604;Coroatá;41,2;32,2;21,1;8,2;45,5;34,8;73,4;68,5
2104800;Grajaú;32,8;22,2;19,0;7,5;35,3;24,0;65,4;55,6
2105401;Itapecuru Mirim;34,2;27,1;13,9;6,2;37,5;29,3;74,1;66,7
2108603;Pinheiro;24,0;17,8;11,6;5,0;24,1;17,2;59,7;48,1
2109908;Santa Inês;24,4;17,6;9,4;3,8;25,5;15,7;63,4;53,7
2110005;Santa Luzia;42,8;33,3;25,1;10,0;48,0;37,0;77,4;71,2
2112506;Tutóia;39,5;28,9;23,0;9,0;43,9;32,9;68,9;64,9
2114007;Zé Doca;34,8;24,2;17,1;7,3;39,1;24,6;71,9;60,5
;De 100.001 a 500.000 ;24,4;16,1;10,7;3,8;25,6;15,3;61,6;49,7
2100055;Açailândia;24,9;17,7;10,5;3,8;28,5;18,5;66,1;55,9
2101202;Bacabal;28,8;21,4;12,4;5,4;31,3;21,1;62,7;54,4
2103000;Caxias;33,9;25,8;15,9;7,0;36,6;25,6;68,5;61,6
2103307;Codó;40,6;30,5;21,9;7,9;44,2;31,7;72,7;67,5
2105302;Imperatriz;16,0;10,9;5,2;1,9;16,4;9,1;54,1;42,5
2107506;Paço do Lumiar;9,6;5,8;3,8;1,6;9,6;5,1;39,2;24,5
2111201;São José de Ribamar;12,9;6,7;5,1;1,5;13,3;6,2;45,3;28,5
2112209;Timon;25,1;17,3;11,0;3,9;26,9;16,7;62,0;50,8
;Mais de 500.000 ;7,3;4,7;3,0;1,3;7,3;4,1;26,0;17,3
2111300;São Luís;7,3;4,7;3,0;1,3;7,3;4,1;26,0;17,3
;;;;;;;;;
Fonte: IBGE, Censo Demográfico 2010. Resultados do Universo.;;;;;;;;;
(1) Municípios e classes de tamanho de população referidos à estrutura político-administrativa existente na data de referência do Censo Demográfico 2010.;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
