;Tabela 1 - População residente, total e respectiva distribuição percentual, por situação do domicílio e sexo, e razão de sexo,;;;;;;;;;
; segundo os municípios e as classes de tamanho da população dos municípios - Maranhão - 2010;;;;;;;;;
;;;;;;;;;;
Código do município;"Municípios e classes de tamanho
da população dos municípios (habitantes)";População residente;;;;;"Razão de
sexo
(% )";;;
;;Total;Distribição percentual (%);;;;;;;
;;;Situação do domicílio;;Sexo;;;;;
;;;Urbana;Rural;Homem;Mulher;;;;
;               Maranhão; 6 574 789;63,1;36,9;49,6;50,4;98,5;;;
;Até 5.000 ;  27 235;54,5;45,5;51,8;48,2;107,6;;;
2105658;Junco do Maranhão;  4 020;70,1;29,9;49,9;50,1;99,7;;;
2107258;Nova Colinas;  4 885;45,2;54,8;53,2;46,8;113,8;;;
2107308;Nova Iorque;  4 590;62,7;37,3;50,8;49,2;103,2;;;
2110807;São Félix de Balsas;  4 702;34,6;65,4;52,2;47,8;109,2;;;
2111573;São Pedro dos Crentes;  4 425;55,1;44,9;53,2;46,8;113,8;;;
2111953;Sucupira do Riachão;  4 613;62,0;38,0;51,4;48,6;105,8;;;
;De 5.001 a 10.000 ;  223 844;47,4;52,6;51,6;48,4;106,6;;;
2100105;Afonso Cunha;  5 905;54,8;45,2;50,3;49,7;101,3;;;
2100550;Amapá do Maranhão;  6 431;75,3;24,7;51,5;48,5;106,2;;;
2101350;Bacurituba;  5 293;26,9;73,1;51,9;48,1;107,7;;;
2101731;Belágua;  6 524;50,0;50,0;52,5;47,5;110,4;;;
2101806;Benedito Leite;  5 469;51,4;48,6;52,2;47,8;109,2;;;
2101939;Bernardo do Mearim;  5 996;38,8;61,2;49,6;50,4;98,3;;;
2101970;Boa Vista do Gurupi;  7 949;70,7;29,3;50,8;49,2;103,4;;;
2102150;Brejo de Areia;  5 577;51,2;48,8;51,4;48,6;105,8;;;
2102374;Cachoeira Grande;  8 446;44,9;55,1;52,1;47,9;108,9;;;
2103125;Central do Maranhão;  7 887;51,8;48,2;51,8;48,2;107,6;;;
2104073;Feira Nova do Maranhão;  8 126;23,7;76,3;52,5;47,5;110,5;;;
