;Tabela 7 - Domicílios particulares permanentes, total e respectiva distribuição percentual, ;;;;;;;
;por situação do domicílio e tipo de saneamento, segundo os municípios e as ;;;;;;;
;classes de tamanho da população dos municípios - Maranhão - 2010;;;;;;;
;;;;;(continua);;;
Código do Município;"Municípios e
classes de tamanho da
população dos municípios
(habitantes)";Domicílios particulares permanentes;;;;;;
;;Total;Distribuição percentual, por tipo de saneamento (%);;;;;
;;;Adequado (1);Semi-adequado (2);Inadequado (3);;;
;;Total;;;;;;
;               Maranhão; 1 653 701;19,3;57,8;23,0;;;
;Até 5.000 ;  6 910;4,6;56,3;39,2;;;
2105658;Junco do Maranhão;   986;15,1;70,7;14,2;;;
2107258;Nova Colinas;  1 188;-;55,0;45,0;;;
2107308;Nova Iorque;  1 207;13,7;51,1;35,2;;;
2110807;São Félix de Balsas;  1 212;0,1;19,1;80,8;;;
2111573;São Pedro dos Crentes;  1 105;0,2;59,8;40,0;;;
2111953;Sucupira do Riachão;  1 212;-;84,7;15,3;;;
;De 5.001 a 10.000 ;  53 862;5,2;61,4;33,4;;;
2100105;Afonso Cunha;  1 303;0,1;59,8;40,1;;;
2100550;Amapá do Maranhão;  1 503;8,2;60,7;31,1;;;
2101350;Bacurituba;  1 397;-;56,0;44,0;;;
2101731;Belágua;  1 265;-;40,8;59,2;;;
2101806;Benedito Leite;  1 419;12,9;62,2;25,0;;;
2101939;Bernardo do Mearim;  1 496;17,9;48,7;33,5;;;
2101970;Boa Vista do Gurupi;  1 817;0,9;68,1;31,0;;;
2102150;Brejo de Areia;  1 274;-;33,6;66,4;;;
2102374;Cachoeira Grande;  1 770;0,1;37,4;62,5;;;
2103125;Central do Maranhão;  1 979;1,7;66,3;32,0;;;
2104073;Feira Nova do Maranhão;  1 987;1,8;45,9;52,3;;;
2104081;Fernando Falcão;  1 881;-;43,7;56,4;;;
2104628;Governador Luiz Rocha;  1 892;2,6;90,6;6,8;;;
2104701;Graça Aranha;  1 698;0,5;91,5;8,0;;;
2105450;Jatobá;  2 138;3,6;89,6;6,9;;;
2105948;Lago dos Rodrigues;  2 061;0,6;77,9;21,5;;;
2105989;Lajeado Novo;  1 831;5,1;59,3;35,6;;;
2106201;Luís Domingues;  1 587;-;69,9;30,1;;;
2106359;Marajá do Sena;  1 759;3,9;10,9;85,2;;;
2106672;Milagres do Maranhão;  1 799;4,3;35,6;60,1;;;
2107001;Montes Altos;  2 388;3,8;60,0;36,2;;;
2109056;Porto Rico do Maranhão;  1 560;12,8;80,5;6,7;;;
2109239;Presidente Médici;  1 473;40,2;39,9;19,9;;;
2109551;Ribamar Fiquene;  1 896;14,0;54,8;31,2;;;
2109700;Sambaíba;  1 369;6,8;40,9;52,3;;;
2109759;Santa Filomena do Maranhão;  1 752;0,6;88,5;10,9;;;
2110658;São Domingos do Azeitão;  1 679;0,8;65,8;33,4;;;
2111250;São José dos Basílios;  1 868;0,1;90,4;9,5;;;
2111631;São Raimundo do Doca Bezerra;  1 396;9,7;64,3;26,0;;;
2111672;São Roberto;  1 316;21,6;42,8;35,6;;;
2112001;Tasso Fragoso;  1 936;1,6;70,4;28,1;;;
2112274;Tufilândia;  1 373;2,1;91,1;6,8;;;
;De 10.001 a 20.000 ;  306 258;4,2;62,9;32,9;;;
2100154;Água Doce do Maranhão;  2 728;0,5;72,5;27,0;;;
2100402;Altamira do Maranhão;  2 635;0,7;73,1;26,2;;;
2100501;Alto Parnaíba;  2 636;1,7;63,6;34,7;;;
2100808;Anapurus;  3 326;2,2;72,3;25,5;;;
2100832;Apicum-Açu;  3 390;0,3;74,0;25,7;;;
2100873;Araguanã;  3 048;2,8;61,8;35,5;;;
2101103;Axixá;  2 545;6,4;66,8;26,8;;;
2101251;Bacabeira;  3 657;22,6;51,3;26,1;;;
2101301;Bacuri;  4 210;3,5;62,5;34,0;;;
2101509;Barão de Grajaú;  4 726;3,4;76,3;20,3;;;
2101772;Bela Vista do Maranhão;  2 978;2,1;87,9;10,0;;;
2102077;Bom Lugar;  3 520;0,2;55,7;44,0;;;
2102358;Buritirana;  3 775;3,2;78,3;18,5;;;
2102408;Cajapió;  2 590;2,8;56,0;41,2;;;
2102507;Cajari;  4 308;0,3;33,0;66,7;;;
2102556;Campestre do Maranhão;  3 518;1,2;91,2;7,6;;;
2102606;Cândido Mendes;  4 176;9,7;38,7;51,6;;;
2102754;Capinzal do Norte;  2 880;2,6;75,0;22,4;;;
2103109;Cedral;  2 597;0,7;88,7;10,6;;;
2103158;Centro do Guilherme;  2 593;2,7;55,3;42,0;;;
2103174;Centro Novo do Maranhão;  3 946;1,3;43,5;55,2;;;
2103257;Cidelândia;  3 515;0,4;78,7;20,9;;;
2103554;Conceição do Lago-Açu;  3 339;2,0;54,0;44,1;;;
2103752;Davinópolis;  3 318;10,9;76,1;13,0;;;
2103901;Duque Bacelar;  2 386;19,5;36,8;43,6;;;
2104008;Esperantinópolis;  4 808;11,4;66,2;22,4;;;
2104099;Formosa da Serra Negra;  3 880;0,8;41,1;58,1;;;
2104107;Fortaleza dos Nogueiras;  2 850;0,5;64,0;35,5;;;
2104206;Fortuna;  3 926;2,4;69,2;28,4;;;
2104305;Godofredo Viana;  2 477;10,5;49,0;40,5;;;
2104404;Gonçalves Dias;  4 559;2,7;77,2;20,1;;;
2104503;Governador Archer;  2 577;6,1;82,0;11,9;;;
2104552;Governador Edison Lobão;  4 245;22,7;64,2;13,1;;;
2104602;Governador Eugênio Barros;  4 096;0,6;89,2;10,2;;;
2104651;Governador Newton Bello;  2 833;0,3;58,9;40,8;;;
2104909;Guimarães;  3 326;0,2;78,9;21,0;;;
2105153;Igarapé do Meio;  3 017;0,3;88,1;11,6;;;
2105203;Igarapé Grande;  2 855;6,2;73,3;20,5;;;
2105351;Itaipava do Grajaú;  3 280;1,7;75,6;22,8;;;
2105476;Jenipapo dos Vieiras;  3 638;0,2;67,2;32,6;;;
2105609;Joselândia;  3 913;0,3;85,4;14,3;;;
2105807;Lago do Junco;  2 593;14,9;39,1;46,1;;;
2105906;Lago Verde;  3 684;2,9;60,8;36,3;;;
2105922;Lagoa do Mato;  2 684;0,4;76,2;23,4;;;
2105963;Lagoa Grande do Maranhão;  2 404;0,9;63,8;35,3;;;
2106003;Lima Campos;  3 188;8,3;69,3;22,4;;;
2106102;Loreto;  2 670;9,7;62,6;27,8;;;
2106300;Magalhães de Almeida;  4 044;10,9;72,7;16,4;;;
2106326;Maracaçumé;  4 610;10,1;63,7;26,2;;;
2106375;Maranhãozinho;  3 095;16,3;56,8;26,9;;;
2106409;Mata Roma;  3 537;5,9;62,9;31,2;;;
2106631;Matões do Norte;  2 529;1,0;39,3;59,7;;;
2106805;Mirinzal;  3 546;0,2;75,5;24,3;;;
