;Tabela 9 - Valor médio e mediano do rendimento mensal total nominal das pessoas;;;;;;
;de 10 anos ou mais de idade, residentes em domicílios particulares permanentes,  por sexo, ;;;;;;
;e razão entre valor médio e mediano do rendimento mensal total nominal de homens e mulheres, ;;;;;;
;segundo os municípios e classes de tamanho da população dos municípios - Maranhão - 2010;;;;;;
;;;;;;;
Código do município;Municípios e classes de tamanho da população dos municípios (habitantes);Valor médio e mediano do rendimento mensal total nominal, por sexo (R$);;;;Razão entre valor médio e mediano do rendimento mensal total nominal de homens e mulheres;
;;Médio;;Mediano;;"Médio
(A/B)";"Mediano
(C/D)"
;;"Homem
(A)";"Mulher
(B)";"Homem
(C)";"Mulher
(D)";;
2111789;Serrano do Maranhão;389;341;400;196;1,1;2,0
2111805;Sítio Novo;548;406;510;465;1,4;1,1
2111904;Sucupira do Norte;579;387;510;220;1,5;2,3
2112233;Trizidela do Vale;554;431;510;510;1,3;1,0
2112852;Vila Nova dos Martírios;640;420;510;360;1,5;1,4
;De 20.001 a 50.000 ;586;422;510;370;1,4;1,4
2100204;Alcântara;509;354;510;200;1,4;2,6
2100303;Aldeias Altas;528;336;510;167;1,6;3,1
2100436;Alto Alegre do Maranhão;464;352;450;260;1,3;1,7
2100477;Alto Alegre do Pindaré;496;365;400;250;1,4;1,6
2100600;Amarante do Maranhão;517;385;400;250;1,3;1,6
2100709;Anajatuba;502;390;500;300;1,3;1,7
2100907;Araioses;505;397;510;450;1,3;1,1
2100956;Arame;608;370;510;200;1,6;2,6
2101004;Arari;799;444;510;437;1,8;1,2
2101905;Bequimão;464;376;510;412;1,2;1,2
2102002;Bom Jardim;536;388;500;360;1,4;1,4
2102036;Bom Jesus das Selvas;586;448;510;510;1,3;1,0
2102101;Brejo;530;423;510;355;1,3;1,4
2102200;Buriti;639;338;510;163;1,9;3,1
2102309;Buriti Bravo;539;409;510;350;1,3;1,5
2102705;Cantanhede;506;332;410;150;1,5;2,7
2102804;Carolina;842;587;510;510;1,4;1,0
2102903;Carutapera;523;442;370;250;1,2;1,5
2103406;Coelho Neto;594;427;510;400;1,4;1,3
2103505;Colinas;593;429;500;250;1,4;2,0
2103703;Cururupu;460;422;300;338;1,1;0,9
2103802;Dom Pedro;652;497;510;500;1,3;1,0
2104057;Estreito;1031;638;510;510;1,6;1,0
2104677;Governador Nunes Freire;549;392;420;280;1,4;1,5
2105005;Humberto de Campos;387;383;300;320;1,0;0,9
2105104;Icatu;418;351;400;171;1,2;2,4
2105427;Itinga do Maranhão;714;464;510;420;1,5;1,2
2105500;João Lisboa;667;530;510;510;1,3;1,0
2105708;Lago da Pedra;578;430;500;400;1,4;1,3
2106508;Matinha;450;428;400;380;1,1;1,1
2106607;Matões;532;379;510;268;1,4;1,9
2106706;Mirador;532;385;510;200;1,4;2,6
2106755;Miranda do Norte;602;437;510;500;1,4;1,0
2106904;Monção;387;321;300;167;1,2;1,8
2107704;Paraibano;654;421;510;400;1,6;1,3
2107803;Parnarama;535;374;510;232;1,4;2,2
2108108;Paulo Ramos;668;411;500;355;1,6;1,4
2108207;Pedreiras;786;586;510;510;1,3;1,0
2108256;Pedro do Rosário;430;355;400;200;1,2;2,0
2108306;Penalva;466;379;500;300;1,2;1,7
2108454;Peritoró;556;394;510;400;1,4;1,3
2108504;Pindaré-Mirim;604;465;510;490;1,3;1,0
2108702;Pio XII;579;427;510;400;1,4;1,3
2109007;Porto Franco;1014;618;510;510;1,6;1,0
2109106;Presidente Dutra;786;549;510;510;1,4;1,0
2109452;Raposa;633;469;510;510;1,4;1,0
2109502;Riachão;617;429;510;400;1,4;1,3
2109601;Rosário;605;467;510;500;1,3;1,0
2109809;Santa Helena;505;412;500;400;1,2;1,3
2110039;Santa Luzia do Paruá;617;447;510;500;1,4;1,0
2110104;Santa Quitéria do Maranhão;456;362;400;250;1,3;1,6
2110203;Santa Rita;621;409;510;370;1,5;1,4
2110500;São Bento;554;416;510;500;1,3;1,0
2110609;São Bernardo;547;377;474;300;1,5;1,6
2110708;São Domingos do Maranhão;548;416;450;301;1,3;1,5
2111102;São João dos Patos;723;476;510;423;1,5;1,2
2111409;São Luís Gonzaga do Maranhão;441;383;400;260;1,2;1,5
2111508;São Mateus do Maranhão;674;432;510;350;1,6;1,5
2111706;São Vicente Ferrer;485;373;510;300;1,3;1,7
2112100;Timbiras;541;364;510;200;1,5;2,6
2112308;Tuntum;527;400;500;370;1,3;1,4
2112407;Turiaçu;463;401;400;300;1,2;1,3
2112456;Turilândia;430;336;400;250;1,3;1,6
2112605;Urbano Santos;581;455;510;400;1,3;1,3
2112704;Vargem Grande;467;363;500;250;1,3;2,0
2112803;Viana;524;411;500;300;1,3;1,7
2112902;Vitória do Mearim;648;405;510;300;1,6;1,7
2113009;Vitorino Freire;539;453;500;500;1,2;1,0
;De 50.001 a 100.000 ;700;488;510;510;1,4;1,0
2101400;Balsas;1122;691;510;510;1,6;1,0
2101608;Barra do Corda;651;492;510;510;1,3;1,0
2101707;Barreirinhas;571;438;510;350;1,3;1,5
2102325;Buriticupu;583;407;500;300;1,4;1,7
2103208;Chapadinha;635;454;510;412;1,4;1,2
2103604;Coroatá;558;409;510;400;1,4;1,3
2104800;Grajaú;747;505;510;510;1,5;1,0
2105401;Itapecuru Mirim;575;429;510;400;1,3;1,3
2108603;Pinheiro;679;496;510;510;1,4;1,0
2109908;Santa Inês;852;588;510;510;1,5;1,0
2110005;Santa Luzia;558;414;510;350;1,4;1,5
2112506;Tutóia;573;416;510;360;1,4;1,4
2114007;Zé Doca;593;455;510;510;1,3;1,0
;De 100.001 a 500.000 ;889;623;510;510;1,4;1,0
2100055;Açailândia;902;571;510;510;1,6;1,0
2101202;Bacabal;745;541;510;510;1,4;1,0
2103000;Caxias;733;533;510;510;1,4;1,0
2103307;Codó;590;454;510;510;1,3;1,0
2105302;Imperatriz;1191;800;550;510;1,5;1,1
2107506;Paço do Lumiar;899;670;550;510;1,3;1,1
2111201;São José de Ribamar;934;680;510;510;1,4;1,0
2112209;Timon;722;538;510;510;1,3;1,0
;Mais de 500.000 ;1431;1068;680;510;1,3;1,3
2111300;São Luís;1431;1068;680;510;1,3;1,3
;;;;;;;
Fonte: IBGE, Censo Demográfico 2010. Resultados Preliminares do Universo.;;;;;;;
Nota: Exclusive pessoas com rendimento mensal total nominal igual a zero ou indeterminado.;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
